matPath1;matPath2;matName;startEvent;endEvent
D:\dev\phyton\Zuzia\task5\ADAS_20160527_KQW3211_PAR_PAR_BK_PG_20160528_000609_068_rM8640955.mat;D:\dev\phyton\Zuzia\task5\ADAS_20160527_KQW3211_PAR_PAR_BK_PG_20160528_000609_068_rM8841557.mat;ADAS_20160527_KQW3211_PAR_PAR_BK_PG_20160528_000609_068;1;2000
